id,nome_poco,fase,tipo_poco,lda,diametro_fase,metragem,nfases
2686,PBXOSP,2,VERTICAL,1728,36,36,4
2687,PBXOSP,3,VERTICAL,1728,26,490,4
2688,PBXOSP,4,VERTICAL,1728,12 1/4,0,4
2689,H1I9E9,1,VERTICAL,1733,36,34,3
2690,H1I9E9,2,VERTICAL,1733,17 1/2,500,3
2691,H1I9E9,3,VERTICAL,1733,12 1/4,790,3
2692,KXA582,1,VERTICAL,167,36,78,4
2693,KXA582,2,VERTICAL,167,17 1/2,958,4
2694,KXA582,3,VERTICAL,167,12 1/4,2255,4
2695,KXA582,4,VERTICAL,167,8 1/2,451,4
2696,E1XP3Q,1,VERTICAL,152,36,54,3
2697,E1XP3Q,2,VERTICAL,152,17 1/2,1521,3
2698,E1XP3Q,3,VERTICAL,152,12 1/4,2167,3
2699,A23OQG,1,VERTICAL,1328,17 1/2,856,2
2700,A23OQG,2,VERTICAL,1328,12 1/4,564,2
2701,8SLF24,1,VERTICAL,990,17 1/2,885,2
2702,8SLF24,2,VERTICAL,990,12 1/4,950,2
2703,SMC6GI,1,VERTICAL,1180,30,34,3
2704,SMC6GI,2,VERTICAL,1180,17 1/2,859,3
2705,SMC6GI,3,VERTICAL,1180,12 1/4,1437,3
2706,2F1X3M,1,VERTICAL,158,36,38,3
2707,2F1X3M,2,VERTICAL,158,17 1/2,989,3
2708,2F1X3M,3,VERTICAL,158,12 1/4,1869,3
2709,85T464,1,VERTICAL,1332,17 1/2,1260,4
2710,85T464,2,VERTICAL,1332,12 1/4,2014,4
2711,85T464,3,VERTICAL,1332,8 1/2,18,4
2712,85T464,4,VERTICAL,1332,12 1/4,153,4
2713,54NX4S,1,VERTICAL,1567,17 1/2,871,2
2714,54NX4S,2,VERTICAL,1567,12 1/4,1582,2
2715,2WO505,1,VERTICAL,917,17 1/2,822,2
2716,2WO505,2,VERTICAL,917,12 1/4,1581,2
2717,8F6853,1,VERTICAL,1012,36,73,8
2718,8F6853,2,VERTICAL,1012,26,635,8
2719,8F6853,3,VERTICAL,1012,17 1/2,2624,8
2720,8F6853,4,VERTICAL,1012,14 3/4,566,8
2721,8F6853,5,VERTICAL,1012,17 1/2,95,8
2722,8F6853,6,VERTICAL,1012,14 3/4,2,8
2723,8F6853,7,VERTICAL,1012,12 1/4,1134,8
2724,8F6853,8,VERTICAL,1012,8 1/2,589,8
2725,3Z56E1,1,VERTICAL,335,30,33,3
2726,3Z56E1,2,VERTICAL,335,17 1/2,1002,3
2727,3Z56E1,3,VERTICAL,335,12 1/4,1936,3
2728,74T228,1,VERTICAL,1046,26,37,3
2729,74T228,2,VERTICAL,1046,17 1/2,900,3
2730,74T228,3,VERTICAL,1046,12 1/4,1532,3
2731,KUF065,1,VERTICAL,1420,26,36,3
2732,KUF065,2,VERTICAL,1420,17 1/2,880,3
2733,KUF065,3,VERTICAL,1420,12 1/4,1143,3
2734,CYZ770,1,VERTICAL,1038,30,42,3
2735,CYZ770,2,VERTICAL,1038,17 1/2,1255,3
2736,CYZ770,3,VERTICAL,1038,12 1/4,2390,3
2737,6SISQ8,1,VERTICAL,130,36,36,3
2738,6SISQ8,2,VERTICAL,130,17 1/2,1630,3
2739,6SISQ8,3,VERTICAL,130,12 1/4,2005,3
2740,97M5TU,1,VERTICAL,1145,17 1/2,903,2
2741,97M5TU,2,VERTICAL,1145,12 1/4,787,2
2742,E6677K,1,DIRECIONAL,1045,12 1/4,1498,1
2743,OQTCFS,1,VERTICAL,2172,36,62,7
2744,OQTCFS,2,VERTICAL,2172,26,723,7
2745,OQTCFS,3,VERTICAL,2172,17 1/2,76,7
2746,OQTCFS,4,VERTICAL,2172,14 3/4,1859,7
2747,OQTCFS,5,VERTICAL,2172,9,233,7
2748,OQTCFS,6,VERTICAL,2172,8 1/2,171,7
2749,OQTCFS,7,VERTICAL,2172,9,0,7
2750,YQ9S57,1,VERTICAL,2466,30,31,3
2751,YQ9S57,2,VERTICAL,2466,17 1/2,652,3
2752,YQ9S57,3,VERTICAL,2466,12 1/4,1091,3
2753,FY3818,1,VERTICAL,2120,36,62,1
2754,121U9Y,1,VERTICAL,2118,36,991,7
2755,121U9Y,2,VERTICAL,2118,26,153,7
2756,121U9Y,3,VERTICAL,2118,17 1/2,6,7
2757,121U9Y,4,VERTICAL,2118,14 3/4,1581,7
2758,121U9Y,5,VERTICAL,2118,8 1/2,603,7
2759,121U9Y,6,VERTICAL,2118,9,0,7
2760,121U9Y,7,VERTICAL,2118,8 1/2,0,7
2761,ERKTZ9,1,VERTICAL,2139,36,61,5
2762,ERKTZ9,2,VERTICAL,2139,26,1138,5
2763,ERKTZ9,3,VERTICAL,2139,17 1/2,0,5
2764,ERKTZ9,4,VERTICAL,2139,14 3/4,1691,5
2765,ERKTZ9,5,VERTICAL,2139,8 1/2,555,5
2766,9R2D4A,1,VERTICAL,934,36,34,4
2767,9R2D4A,2,VERTICAL,934,26,618,4
2768,9R2D4A,3,VERTICAL,934,16,1002,4
2769,9R2D4A,4,VERTICAL,934,12 1/4,624,4
2770,BM0062,1,VERTICAL,2117,36,61,5
2771,BM0062,2,VERTICAL,2117,26,1094,5
2772,BM0062,3,VERTICAL,2117,17 1/2,1500,5
2773,BM0062,4,VERTICAL,2117,12 1/4,434,5
2774,BM0062,5,VERTICAL,2117,8 1/2,0,5
2775,QUX0AW,1,VERTICAL,2256,8 1/2,400,1
2776,6B423J,1,VERTICAL,2249,36,60,6
2777,6B423J,2,VERTICAL,2249,26,1048,6
2778,6B423J,3,VERTICAL,2249,17 1/2,1607,6
2779,6B423J,4,VERTICAL,2249,12 1/4,325,6
2780,6B423J,5,VERTICAL,2249,17 1/2,0,6
2781,6B423J,5,VERTICAL,2249,9,0,6
2782,4P3X3H,1,VERTICAL,2215,36,58,5
2783,4P3X3H,2,VERTICAL,2215,26,1088,5
2784,4P3X3H,3,VERTICAL,2215,17 1/2,1855,5
2785,4P3X3H,4,VERTICAL,2215,12 1/4,327,5
2786,4P3X3H,4,VERTICAL,2215,9,0,5
2787,D46V7U,1,VERTICAL,2140,36,62,2
2788,D46V7U,2,VERTICAL,2140,26,949,2
2789,L14EZ9,1,VERTICAL,2140,36,61,7
2790,L14EZ9,2,VERTICAL,2140,26,1084,7
2791,L14EZ9,3,VERTICAL,2140,17 1/2,9,7
2792,L14EZ9,4,VERTICAL,2140,14 3/4,1706,7
2793,L14EZ9,5,VERTICAL,2140,6,0,7
2794,L14EZ9,5,VERTICAL,2140,8 1/2,463,7
2795,L14EZ9,5,VERTICAL,2140,9,0,7
2796,BEGA96,1,VERTICAL,2154,36,62,5
2797,BEGA96,2,VERTICAL,2154,26,1089,5
2798,BEGA96,3,VERTICAL,2154,17 1/2,1662,5
2799,BEGA96,4,VERTICAL,2154,12 1/4,474,5
2800,BEGA96,5,VERTICAL,2154,8 1/2,0,5
2801,2V21P1,1,VERTICAL,2168,36,86,5
2802,2V21P1,2,VERTICAL,2168,26,1072,5
2803,2V21P1,3,VERTICAL,2168,17 1/2,1455,5
2804,2V21P1,4,VERTICAL,2168,12 1/4,371,5
2805,2V21P1,5,VERTICAL,2168,9,0,5
2806,V16O47,1,VERTICAL,2281,8 1/2,460,1
2807,1D020G,1,VERTICAL,2280,36,86,6
2808,1D020G,2,VERTICAL,2280,26,815,6
2809,1D020G,3,VERTICAL,2280,17 1/2,3,6
2810,1D020G,4,VERTICAL,2280,14 3/4,2214,6
2811,1D020G,5,VERTICAL,2280,8 1/2,554,6
2812,1D020G,5,VERTICAL,2280,9,0,6
2813,32JXQZ,1,VERTICAL,2167,8 1/2,623,1
2814,HP08GR,1,VERTICAL,2164,36,88,4
2815,HP08GR,2,VERTICAL,2164,26,1086,4
2816,HP08GR,3,VERTICAL,2164,17 1/2,1910,4
2817,HP08GR,4,VERTICAL,2164,12 1/4,655,4
2818,3M1AAA,1,VERTICAL,1862,8 1/2,889,1
2819,Z3515X,1,VERTICAL,1862,42,8,6
2820,Z3515X,2,VERTICAL,1862,36,80,6
2821,Z3515X,3,VERTICAL,1862,26,896,6
2822,Z3515X,4,VERTICAL,1862,17 1/2,1140,6
2823,Z3515X,5,VERTICAL,1862,14 3/4,1478,6
2824,Z3515X,6,VERTICAL,1862,8 1/2,512,6
2825,13DHZ7,1,DIRECIONAL,25,36,42,5
2826,13DHZ7,2,DIRECIONAL,25,26,503,5
2827,13DHZ7,3,DIRECIONAL,25,12 1/4,0,5
2828,13DHZ7,3,DIRECIONAL,25,17 1/2,1154,5
2829,13DHZ7,4,DIRECIONAL,25,12 1/4,1250,5
2830,16M0CK,4,HORIZONTAL,25,12 1/4,756,2
2831,16M0CK,5,HORIZONTAL,25,8 1/2,932,2
2832,D12OZ7,1,VERTICAL,1024,36,40,4
2833,D12OZ7,2,VERTICAL,1024,26,173,4
2834,D12OZ7,3,VERTICAL,1024,16,908,4
2835,D12OZ7,4,VERTICAL,1024,12 1/4,963,4
2836,45KI59,1,VERTICAL,2156,36,86,5
2837,45KI59,2,VERTICAL,2156,26,750,5
2838,45KI59,3,VERTICAL,2156,17 1/2,1502,5
2839,45KI59,4,VERTICAL,2156,12 1/4,965,5
2840,45KI59,5,VERTICAL,2156,8 1/2,602,5
2841,9XTY7F,1,VERTICAL,2024,36,77,6
2842,9XTY7F,2,VERTICAL,2024,26,850,6
2843,9XTY7F,3,VERTICAL,2024,17 1/2,1014,6
2844,9XTY7F,4,VERTICAL,2024,14 3/4,1334,6
2845,9XTY7F,5,VERTICAL,2024,12 1/4,0,6
2846,9XTY7F,5,VERTICAL,2024,8 1/2,629,6
2847,5P5N1C,1,VERTICAL,2022,8 1/2,1060,1
2848,178200,1,VERTICAL,2032,36,37,5
2849,178200,2,VERTICAL,2032,26,799,5
2850,178200,3,VERTICAL,2032,17 1/2,1517,5
2851,178200,4,VERTICAL,2032,14 3/4,1118,5
2852,178200,5,VERTICAL,2032,8 1/2,586,5
2853,O226H8,1,VERTICAL,2031,8 1/2,951,1
2854,1J93U1,4,DIRECIONAL,1026,12 1/4,934,2
2855,1J93U1,5,DIRECIONAL,1026,8 1/2,221,2
2856,M301N0,1,VERTICAL,751,26,34,4
2857,M301N0,2,VERTICAL,751,26,644,4
2858,M301N0,3,VERTICAL,751,16,1358,4
2859,M301N0,4,VERTICAL,751,12 1/4,430,4
2860,SJ3906,1,VERTICAL,2198,36,79,6
2861,SJ3906,2,VERTICAL,2198,26,903,6
2862,SJ3906,3,VERTICAL,2198,17 1/2,1290,6
2863,SJ3906,4,VERTICAL,2198,14 3/4,803,6
2864,SJ3906,5,VERTICAL,2198,8 1/2,607,6
2865,SJ3906,5,VERTICAL,2198,9,0,6
2866,3SHNO0,1,VERTICAL,2254,36,87,5
2867,3SHNO0,2,VERTICAL,2254,26,822,5
2868,3SHNO0,3,VERTICAL,2254,17 1/2,1080,5
2869,3SHNO0,4,VERTICAL,2254,14 3/4,1088,5
2870,3SHNO0,5,VERTICAL,2254,8 1/2,449,5
2871,GRG527,1,VERTICAL,2252,8 3/4,1004,1
2872,25Z043,1,DIRECIONAL,2130,36,86,6
2873,25Z043,2,DIRECIONAL,2130,26,965,6
2874,25Z043,3,DIRECIONAL,2130,17 1/2,938,6
2875,25Z043,4,DIRECIONAL,2130,14 3/4,1568,6
2876,25Z043,5,DIRECIONAL,2130,12 1/4,80,6
2877,25Z043,5,DIRECIONAL,2130,8 1/2,879,6
2878,HI38GN,1,VERTICAL,2133,42,86,6
2879,HI38GN,2,VERTICAL,2133,28,894,6
2880,HI38GN,3,VERTICAL,2133,22,684,6
2881,HI38GN,4,VERTICAL,2133,16,1246,6
2882,HI38GN,5,VERTICAL,2133,12 1/4,559,6
2883,HI38GN,6,VERTICAL,2133,8 1/2,303,6
2884,4C8C66,1,VERTICAL,2251,42,85,5
2885,4C8C66,2,VERTICAL,2251,28,1630,5
2886,4C8C66,3,VERTICAL,2251,22,583,5
2887,4C8C66,4,VERTICAL,2251,16,1261,5
2888,4C8C66,5,VERTICAL,2251,12 1/4,798,5
2889,O2AWQJ,1,VERTICAL,2250,8 1/2,1000,1
2890,708111,1,VERTICAL,2015,42,86,5
2891,708111,2,VERTICAL,2015,28,883,5
2892,708111,3,VERTICAL,2015,22,639,5
2893,708111,4,VERTICAL,2015,16,1743,5
2894,708111,5,VERTICAL,2015,12 1/4,505,5
2895,3U89YI,1,VERTICAL,1769,36,85,5
2896,3U89YI,2,VERTICAL,1769,26,923,5
2897,3U89YI,3,VERTICAL,1769,17 1/2,1403,5
2898,3U89YI,4,VERTICAL,1769,14 3/4,1384,5
2899,3U89YI,5,VERTICAL,1769,9,374,5
2900,KM7AI4,1,VERTICAL,1972,42,86,6
2901,KM7AI4,2,VERTICAL,1972,28,1203,6
2902,KM7AI4,3,VERTICAL,1972,22,814,6
2903,KM7AI4,4,VERTICAL,1972,16,728,6
2904,KM7AI4,5,VERTICAL,1972,14 3/4,579,6
2905,KM7AI4,6,VERTICAL,1972,8 1/2,272,6
2906,HIJ33K,1,VERTICAL,2263,42,92,7
2907,HIJ33K,2,VERTICAL,2263,28,1121,7
2908,HIJ33K,3,VERTICAL,2263,22,1215,7
2909,HIJ33K,4,VERTICAL,2263,16,1058,7
2910,HIJ33K,5,VERTICAL,2263,12 1/4,471,7
2911,HIJ33K,5,VERTICAL,2263,8 1/2,0,7
2912,HIJ33K,5,VERTICAL,2263,9,0,7
2913,D90G73,1,VERTICAL,1963,42,86,5
2914,D90G73,2,VERTICAL,1963,28,712,5
2915,D90G73,3,VERTICAL,1963,22,759,5
2916,D90G73,4,VERTICAL,1963,16,1644,5
2917,D90G73,5,VERTICAL,1963,12 1/4,545,5
2918,I32A6C,1,VERTICAL,1963,8 1/2,1141,1
2919,81Y848,1,VERTICAL,2185,36,76,4
2920,81Y848,2,VERTICAL,2185,26,1027,4
2921,81Y848,3,VERTICAL,2185,14 3/4,1842,4
2922,81Y848,4,VERTICAL,2185,8 1/2,542,4
2923,7040BU,1,VERTICAL,2158,42,85.55,4
2924,7040BU,2,VERTICAL,2158,28,1097.45,4
2925,7040BU,3,VERTICAL,2158,17 1/2,1525,4
2926,7040BU,4,VERTICAL,2158,12 1/4,613,4
2927,60Q92A,4,VERTICAL,2158,12 1/4,505,1
2928,H26541,1,VERTICAL,2158,8 1/2,1076,1
2929,14QR68,1,VERTICAL,1951,42,85,2
2930,14QR68,2,VERTICAL,1951,28,1022,2
2931,NL80DJ,1,VERTICAL,1950,42,85,7
2932,NL80DJ,2,VERTICAL,1950,28,1029,7
2933,NL80DJ,3,VERTICAL,1950,22,475,7
2934,NL80DJ,4,VERTICAL,1950,16,2194,7
2935,NL80DJ,5,VERTICAL,1950,12 1/4,538,7
2936,NL80DJ,5,VERTICAL,1950,8 1/2,0,7
2937,NL80DJ,5,VERTICAL,1950,9,0,7
2938,2NO0TY,1,VERTICAL,2046,42,85,6
2939,2NO0TY,2,VERTICAL,2046,22,10,6
2940,2NO0TY,2,VERTICAL,2046,28,1130,6
2941,2NO0TY,3,VERTICAL,2046,22,925,6
2942,2NO0TY,4,VERTICAL,2046,16,1253,6
2943,2NO0TY,5,VERTICAL,2046,12 1/4,420,6
2944,D60R21,1,VERTICAL,1913,42,84.5,5
2945,D60R21,2,VERTICAL,1913,28,1201.5,5
2946,D60R21,3,VERTICAL,1913,22,1234,5
2947,D60R21,4,VERTICAL,1913,16,635,5
2948,D60R21,5,VERTICAL,1913,12 1/4,708,5
2949,Q33J08,1,VERTICAL,2033,42,85,2
2950,Q33J08,2,VERTICAL,2033,28,906,2
2951,Y64K4H,1,VERTICAL,2033,42,85,6
2952,Y64K4H,2,VERTICAL,2033,28,750,6
2953,Y64K4H,3,VERTICAL,2033,22,540,6
2954,Y64K4H,4,VERTICAL,2033,16,1871,6
2955,Y64K4H,5,VERTICAL,2033,12 1/4,561,6
2956,Y64K4H,5,VERTICAL,2033,8 1/2,0,6
2957,S2K834,1,VERTICAL,1998,42,85,2
2958,S2K834,2,VERTICAL,1998,28,37,2
2959,5Z52V1,1,VERTICAL,1998,42,87,5
2960,5Z52V1,2,VERTICAL,1998,28,725,5
2961,5Z52V1,3,VERTICAL,1998,22,479,5
2962,5Z52V1,4,VERTICAL,1998,16,2062,5
2963,5Z52V1,5,VERTICAL,1998,12 1/4,502,5
2964,ZLLW0N,1,VERTICAL,1996,8 1/2,206,1
2965,R2FQVM,1,VERTICAL,2026,42,85,5
2966,R2FQVM,2,VERTICAL,2026,28,1048,5
2967,R2FQVM,3,VERTICAL,2026,22,840,5
2968,R2FQVM,4,VERTICAL,2026,16,1217,5
2969,R2FQVM,5,VERTICAL,2026,12 1/4,538,5
2970,ISW8ZZ,1,VERTICAL,2086,42,85,8
2971,ISW8ZZ,2,VERTICAL,2086,28,606,8
2972,ISW8ZZ,3,VERTICAL,2086,22,845,8
2973,ISW8ZZ,4,VERTICAL,2086,16,1741,8
2974,ISW8ZZ,5,VERTICAL,2086,12 1/4,353,8
2975,ISW8ZZ,5,VERTICAL,2086,8 1/2,0,8
2976,ISW8ZZ,5,VERTICAL,2086,9,0,8
2977,ISW8ZZ,6,VERTICAL,2086,8 1/2,136,8
2978,KHV7I2,1,VERTICAL,2098,42,86,4
2979,KHV7I2,2,VERTICAL,2098,28,897,4
2980,KHV7I2,3,VERTICAL,2098,16,2159,4
2981,KHV7I2,4,VERTICAL,2098,12 1/4,613,4
2982,H1F8FR,1,DIRECIONAL,2008,42,85,4
2983,H1F8FR,2,DIRECIONAL,2008,28,718,4
2984,H1F8FR,3,DIRECIONAL,2008,16,2654,4
2985,H1F8FR,4,DIRECIONAL,2008,12 1/4,469,4
2986,F9Q4RU,1,DIRECIONAL,1989,42,85.5,4
2987,F9Q4RU,2,DIRECIONAL,1989,28,1239,4
2988,F9Q4RU,3,DIRECIONAL,1989,16,1966,4
2989,F9Q4RU,4,DIRECIONAL,1989,12 1/4,637,4
2990,RE5E7C,1,DIRECIONAL,1973,42,86,4
2991,RE5E7C,2,DIRECIONAL,1973,28,1321,4
2992,RE5E7C,3,DIRECIONAL,1973,16,2213,4
2993,RE5E7C,4,DIRECIONAL,1973,12 1/4,560,4
2994,9X1452,2,VERTICAL,1805,26,795,3
2995,9X1452,3,VERTICAL,1805,17 1/2,800,3
2996,9X1452,4,VERTICAL,1805,12 1/4,690,3
2997,OFMKU3,1,VERTICAL,1833,26,286,8
2998,OFMKU3,2,VERTICAL,1833,12 1/4,658,8
2999,OFMKU3,3,VERTICAL,1833,16,0,8
3000,OFMKU3,4,VERTICAL,1833,12 1/4,387,8
3001,OFMKU3,5,VERTICAL,1833,8 1/2,14,8
3002,OFMKU3,6,VERTICAL,1833,12 1/4,59,8
3003,OFMKU3,7,VERTICAL,1833,8 15/32,9,8
3004,OFMKU3,8,VERTICAL,1833,12 1/4,711,8
3005,19IM15,1,VERTICAL,1905,16,1475,2
3006,19IM15,2,VERTICAL,1905,12 1/4,622,2
3007,X5VC1K,1,VERTICAL,1566,26,516,8
3008,X5VC1K,2,VERTICAL,1566,12 1/4,495,8
3009,X5VC1K,3,VERTICAL,1566,16,5,8
3010,X5VC1K,4,VERTICAL,1566,12 1/4,522,8
3011,X5VC1K,5,VERTICAL,1566,8 15/32,9,8
3012,X5VC1K,6,VERTICAL,1566,12 1/4,100,8
3013,X5VC1K,7,VERTICAL,1566,8 15/32,9,8
3014,X5VC1K,8,VERTICAL,1566,12 1/4,425,8
3015,W3U45T,1,VERTICAL,1794,26,443,1
3016,1XU770,1,VERTICAL,1684,26,491,8
3017,1XU770,2,VERTICAL,1684,12 1/4,614,8
3018,1XU770,3,VERTICAL,1684,8 15/32,7,8
3019,1XU770,4,VERTICAL,1684,12 1/4,65,8
3020,1XU770,5,VERTICAL,1684,8 15/32,9,8
3021,1XU770,6,VERTICAL,1684,12 1/4,62,8
3022,1XU770,7,VERTICAL,1684,8 15/32,5,8
3023,1XU770,8,VERTICAL,1684,12 1/4,274,8
3024,1S798M,1,VERTICAL,1679,26,553,4
3025,1S798M,2,VERTICAL,1679,16,353,4
3026,1S798M,3,VERTICAL,1679,12 1/4,901,4
3027,1S798M,4,VERTICAL,1679,8 1/2,0,4
3028,Q66S12,1,DIRECIONAL,1610,36,86,4
3029,Q66S12,2,DIRECIONAL,1610,26,585,4
3030,Q66S12,3,DIRECIONAL,1610,17 1/2,1007,4
3031,Q66S12,4,DIRECIONAL,1610,12 1/4,927,4
3032,S05H0X,1,VERTICAL,196,36,62,4
3033,S05H0X,2,VERTICAL,196,17 1/2,1565,4
3034,S05H0X,3,VERTICAL,196,12 1/4,2369,4
3035,S05H0X,4,VERTICAL,196,8 1/2,1121,4
3036,755NFZ,1,VERTICAL,1691,42,13,4
3037,755NFZ,2,VERTICAL,1691,36,52,4
3038,755NFZ,3,VERTICAL,1691,17 1/2,1026,4
3039,755NFZ,4,VERTICAL,1691,12 1/4,1110,4
3040,K673UA,1,VERTICAL,1187,42,61,4
3041,K673UA,2,VERTICAL,1187,26,455,4
3042,K673UA,3,VERTICAL,1187,17 1/2,582,4
3043,K673UA,4,VERTICAL,1187,12 1/4,1188,4
3044,9471A1,1,VERTICAL,2424,42,11,6
3045,9471A1,2,VERTICAL,2424,36,51,6
3046,9471A1,3,VERTICAL,2424,26,849,6
3047,9471A1,4,VERTICAL,2424,12 1/4,484,6
3048,9471A1,4,VERTICAL,2424,17 1/2,929,6
3049,9471A1,5,VERTICAL,2424,12 1/4,1611,6
3050,79LC67,1,VERTICAL,2419,36,87,4
3051,79LC67,2,VERTICAL,2419,20,669,4
3052,79LC67,3,VERTICAL,2419,12 1/4,760,4
3053,79LC67,4,VERTICAL,2419,8 1/2,965,4
3054,4LY379,1,DIRECIONAL,2432,36,73,5
3055,4LY379,2,DIRECIONAL,2432,26,835,5
3056,4LY379,3,DIRECIONAL,2432,17 1/2,1552,5
3057,4LY379,4,DIRECIONAL,2432,12 1/4,710,5
3058,4LY379,5,DIRECIONAL,2432,8 1/2,0,5
3059,3Z5H6T,1,DIRECIONAL,2476,42,85,5
3060,3Z5H6T,2,DIRECIONAL,2476,26,1031,5
3061,3Z5H6T,3,DIRECIONAL,2476,17 1/2,1133,5
3062,3Z5H6T,4,DIRECIONAL,2476,12 1/4,1117,5
3063,3Z5H6T,5,DIRECIONAL,2476,8 1/2,394,5
3064,1BS988,1,VERTICAL,2465,36,72,5
3065,1BS988,2,VERTICAL,2465,26,884,5
3066,1BS988,3,VERTICAL,2465,17 1/2,1397,5
3067,1BS988,4,VERTICAL,2465,12 1/4,901,5
3068,1BS988,4,VERTICAL,2465,8 1/2,0,5
3069,3EW1LO,1,VERTICAL,2803,36,73,5
3070,3EW1LO,2,VERTICAL,2803,26,898,5
3071,3EW1LO,3,VERTICAL,2803,17 1/2,1125.7,5
3072,3EW1LO,4,VERTICAL,2803,12 1/4,800.3,5
3073,3EW1LO,4,VERTICAL,2803,8 1/2,0,5
3074,2GT872,1,DIRECIONAL,2673,36,73,4
3075,2GT872,2,DIRECIONAL,2673,26,838,4
3076,2GT872,3,DIRECIONAL,2673,17 1/2,932,4
3077,2GT872,4,DIRECIONAL,2673,12 1/4,972,4
3078,3N0T4M,1,VERTICAL,2919,42,86,4
3079,3N0T4M,2,VERTICAL,2919,26,777,4
3080,3N0T4M,3,VERTICAL,2919,17 1/2,1040,4
3081,3N0T4M,4,VERTICAL,2919,12 1/4,901,4
3082,P21HSU,1,VERTICAL,2196,36,74,5
3083,P21HSU,2,VERTICAL,2196,26,822,5
3084,P21HSU,3,VERTICAL,2196,17 1/2,1229,5
3085,P21HSU,4,VERTICAL,2196,12 1/4,991,5
3086,P21HSU,5,VERTICAL,2196,8 1/2,275,5
3087,49LS83,1,VERTICAL,2772,36,62,4
3088,49LS83,2,VERTICAL,2772,26,802,4
3089,49LS83,3,VERTICAL,2772,17 1/2,785,4
3090,49LS83,4,VERTICAL,2772,12 1/4,1080,4
3091,D1G5V9,1,DIRECIONAL,2267,36,74,4
3092,D1G5V9,2,DIRECIONAL,2267,20,1016,4
3093,D1G5V9,3,DIRECIONAL,2267,12 1/4,1539,4
3094,D1G5V9,4,DIRECIONAL,2267,8 1/2,0,4
3095,0W0LB7,1,VERTICAL,2988,36,73,4
3096,0W0LB7,2,VERTICAL,2988,26,909,4
3097,0W0LB7,3,VERTICAL,2988,17 1/2,666,4
3098,0W0LB7,4,VERTICAL,2988,12 1/4,909,4
3099,98B894,1,VERTICAL,2135,36,62,4
3100,98B894,2,VERTICAL,2135,26,833,4
3101,98B894,3,VERTICAL,2135,17 1/2,1005,4
3102,98B894,4,VERTICAL,2135,12 1/4,452,4
3103,US94SR,4,VERTICAL,2135,12 1/4,985,2
3104,US94SR,5,VERTICAL,2135,8 1/2,542,2
3105,KA05S2,1,VERTICAL,2469,36,74,5
3106,KA05S2,2,VERTICAL,2469,26,891,5
3107,KA05S2,3,VERTICAL,2469,17 1/2,1453,5
3108,KA05S2,4,VERTICAL,2469,12 1/4,949,5
3109,KA05S2,5,VERTICAL,2469,8 1/2,198,5
3110,63R1L8,1,VERTICAL,2479,36,76,4
3111,63R1L8,2,VERTICAL,2479,26,915,4
3112,63R1L8,3,VERTICAL,2479,17 1/2,1069,4
3113,63R1L8,4,VERTICAL,2479,12 1/4,952,4
3114,6Z88B3,1,VERTICAL,2829,36,74,3
3115,6Z88B3,2,VERTICAL,2829,20,1124,3
3116,6Z88B3,3,VERTICAL,2829,12 1/4,1340,3
3117,MM6XU7,1,VERTICAL,2629,42,68,3
3118,MM6XU7,2,VERTICAL,2629,20,1206,3
3119,MM6XU7,3,VERTICAL,2629,12 1/4,1576,3
3120,J32Y00,1,VERTICAL,2653,42,79,4
3121,J32Y00,2,VERTICAL,2653,20,1013,4
3122,J32Y00,3,VERTICAL,2653,12 1/4,1336,4
3123,J32Y00,4,VERTICAL,2653,8 1/2,530,4
3124,FO0G3V,1,VERTICAL,2698,36,79,4
3125,FO0G3V,2,VERTICAL,2698,20,1160,4
3126,FO0G3V,3,VERTICAL,2698,12 1/4,1540,4
3127,FO0G3V,4,VERTICAL,2698,8 1/2,467,4
3128,Y3X60Z,1,VERTICAL,2151,36,87,7
3129,Y3X60Z,2,VERTICAL,2151,26,850,7
3130,Y3X60Z,3,VERTICAL,2151,17 1/2,2109,7
3131,Y3X60Z,4,VERTICAL,2151,12 1/4,354,7
3132,Y3X60Z,5,VERTICAL,2151,8 1/2,0,7
3133,Y3X60Z,5,VERTICAL,2151,9,0,7
3134,Y3X60Z,5,VERTICAL,2151,9 1/2,0,7
3135,98E59F,1,VERTICAL,2159,36,85,5
3136,98E59F,2,VERTICAL,2159,26,610,5
3137,98E59F,3,VERTICAL,2159,17 1/2,1186,5
3138,98E59F,4,VERTICAL,2159,14 3/4,833,5
3139,98E59F,5,VERTICAL,2159,8 1/2,189,5
3140,70069G,1,DIRECIONAL,2022,42,87,2
3141,70069G,2,DIRECIONAL,2022,28,395,2
3142,7NJATY,1,DIRECIONAL,2024,42,86,6
3143,7NJATY,2,DIRECIONAL,2024,28,1035,6
3144,7NJATY,3,DIRECIONAL,2024,16,6,6
3145,7NJATY,4,DIRECIONAL,2024,16,2462,6
3146,7NJATY,5,DIRECIONAL,2024,12 1/4,370,6
3147,7NJATY,5,DIRECIONAL,2024,14 3/4,397,6
3148,RTLM7B,1,VERTICAL,2072,42,87,8
3149,RTLM7B,2,VERTICAL,2072,28,1355,8
3150,RTLM7B,3,VERTICAL,2072,22,1191,8
3151,RTLM7B,4,VERTICAL,2072,12 1/4,691,8
3152,RTLM7B,4,VERTICAL,2072,16 1/2,913,8
3153,RTLM7B,4,VERTICAL,2072,8 1/2,0,8
3154,RTLM7B,5,VERTICAL,2072,8 1/2,0,8
3155,RTLM7B,5,VERTICAL,2072,9,0,8
3156,ROB804,1,VERTICAL,1843,42,102,6
